"´Žè""LOCATION""",Country,CAT,Category,ACT,Activity,UNIT,Unit,VAR,Variable,SRC,Source,TIME,Time,Value,Flag Codes,Flags
USA,United States,FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,MILLIONKG,Million kg,FWVAR132,Food Loss - Vegetables,SOURCE48,Kantor et al. 1997,1995,1995,7232.984004,,
USA,United States,FLFW,1. Food loss - Food waste,COMBINEDRETAILPLUSFOODSERVICE,Combined: Retail + food services + households,MILLIONKG,Million kg,FWVAR439USA,Other food loss,SOURCE48,Kantor et al. 1997,1995,1995,4581.282982,,
USA,United States,FLFW,1. Food loss - Food waste,COMBINEDRETAILTOHOUSEHOLDS,Combined: retail to households,PCT,%,FWVAR73,Food Loss - Caloric sweeteners in available food,SOURCE48,Kantor et al. 1997,1995,1995,12.4,,
USA,United States,FLFW,1. Food loss - Food waste,COMBINEDRETAILTOHOUSEHOLDS,Combined: retail to households,PCT,%,FWVAR83USA,Food Loss - Fats and oil in available food,SOURCE48,Kantor et al. 1997,1995,1995,7.1,,
USA,United States,FLFW,1. Food loss - Food waste,COMBINEDRETAILTOHOUSEHOLDS,Combined: retail to households,PCT,%,FWVAR107,Food Loss - Meat + poultry and fish in available food,SOURCE48,Kantor et al. 1997,1995,1995,8.5,,
USA,United States,OTH,4. Others,TOTAL,Total,KG,kg,FWVAR484,Total food supply,SOURCE15,"Buzby & al., 2012",2008,2008,683.7,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR192,Food Supply - Added fats and oils,SOURCE15,"Buzby & al., 2012",2008,2008,123,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR194USA,Food Supply - Added sugar and sweetners,SOURCE15,"Buzby & al., 2012",2008,2008,45,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR195USA,Food Supply - Dairy products,SOURCE15,"Buzby & al., 2012",2008,2008,321,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR196,Food Supply - Eggs,SOURCE15,"Buzby & al., 2012",2008,2008,42,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR197,Food Supply - Fish and seafood,SOURCE15,"Buzby & al., 2012",2008,2008,79,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR201USA,Food Supply - Fruit,SOURCE15,"Buzby & al., 2012",2008,2008,204,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR202,Food Supply - Grain products,SOURCE15,"Buzby & al., 2012",2008,2008,114,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR203,Food Supply - Meat,SOURCE15,"Buzby & al., 2012",2008,2008,273,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR204USA,Food Supply - Meat + poultry and fish,SOURCE15,"Buzby & al., 2012",2008,2008,580,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR206,Food Supply - Poultry,SOURCE15,"Buzby & al., 2012",2008,2008,227,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR210USA,Food Supply - Tree nuts and peanuts,SOURCE15,"Buzby & al., 2012",2008,2008,36,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR211USA,Food Supply - Vegetables,SOURCE15,"Buzby & al., 2012",2008,2008,340,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR484,Total food supply,SOURCE16,"Buzby & al., 2014",2010,2010,554000,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR192,Food Supply - Added fats and oils,SOURCE16,"Buzby & al., 2014",2010,2010,34200,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR193,Food Supply - Added sugar and sweeteners,SOURCE16,"Buzby & al., 2014",2010,2010,16400,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR196,Food Supply - Eggs,SOURCE16,"Buzby & al., 2014",2010,2010,10900,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR197,Food Supply - Fish and seafood,SOURCE16,"Buzby & al., 2014",2010,2010,24800,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR198,Food Supply - Fluid milk,SOURCE16,"Buzby & al., 2014",2010,2010,20000,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR199,Food Supply - Fresh Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,37100,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR200,Food Supply - Fresh vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,62100,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR202,Food Supply - Grain products,SOURCE16,"Buzby & al., 2014",2010,2010,36100,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR203,Food Supply - Meat,SOURCE16,"Buzby & al., 2014",2010,2010,83400,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR205,Food Supply - Other Dairy products,SOURCE16,"Buzby & al., 2014",2010,2010,71500,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR206,Food Supply - Poultry,SOURCE16,"Buzby & al., 2014",2010,2010,73600,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR207,Food Supply - Processed Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,25000,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR208,Food Supply - Processed vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,46600,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR209,Food Supply - Tree nets and peanuts,SOURCE16,"Buzby & al., 2014",2010,2010,12100,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR484,Total food supply,SOURCE16,"Buzby & al., 2014",2010,2010,629.5862158,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR192,Food Supply - Added fats and oils,SOURCE16,"Buzby & al., 2014",2010,2010,38.10175946,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR193,Food Supply - Added sugar and sweeteners,SOURCE16,"Buzby & al., 2014",2010,2010,59.87419343,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR196,Food Supply - Eggs,SOURCE16,"Buzby & al., 2014",2010,2010,14.51495598,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR197,Food Supply - Fish and seafood,SOURCE16,"Buzby & al., 2014",2010,2010,7.257477992,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR198,Food Supply - Fluid milk,SOURCE16,"Buzby & al., 2014",2010,2010,78.92507316,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR199,Food Supply - Fresh Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,54.88467731,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR200,Food Supply - Fresh vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,78.47148079,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR202,Food Supply - Grain products,SOURCE16,"Buzby & al., 2014",2010,2010,88.45051303,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR203,Food Supply - Meat,SOURCE16,"Buzby & al., 2014",2010,2010,46.2664222,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR205,Food Supply - Other Dairy products,SOURCE16,"Buzby & al., 2014",2010,2010,42.6376832,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR206,Food Supply - Poultry,SOURCE16,"Buzby & al., 2014",2010,2010,32.20505859,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR207,Food Supply - Processed Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,39.00894421,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR208,Food Supply - Processed vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,44.4520527,,
USA,United States,OTH,4. Others,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR209,Food Supply - Tree nets and peanuts,SOURCE16,"Buzby & al., 2014",2010,2010,4.989516119,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR484,Total food supply,SOURCE16,"Buzby & al., 2014",2010,2010,195044.721,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR192,Food Supply - Added fats and oils,SOURCE16,"Buzby & al., 2014",2010,2010,11793.40174,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR193,Food Supply - Added sugar and sweeteners,SOURCE16,"Buzby & al., 2014",2010,2010,18506.56888,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR196,Food Supply - Eggs,SOURCE16,"Buzby & al., 2014",2010,2010,4445.20527,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR197,Food Supply - Fish and seafood,SOURCE16,"Buzby & al., 2014",2010,2010,2177.243398,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR198,Food Supply - Fluid milk,SOURCE16,"Buzby & al., 2014",2010,2010,24403.26975,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR199,Food Supply - Fresh Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,17055.07328,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR200,Food Supply - Fresh vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,24267.19204,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR202,Food Supply - Grain products,SOURCE16,"Buzby & al., 2014",2010,2010,27396.97942,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR203,Food Supply - Meat,SOURCE16,"Buzby & al., 2014",2010,2010,14333.51903,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR205,Food Supply - Other Dairy products,SOURCE16,"Buzby & al., 2014",2010,2010,13199.5381,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR206,Food Supply - Poultry,SOURCE16,"Buzby & al., 2014",2010,2010,9979.032239,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR207,Food Supply - Processed Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,12110.9164,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR208,Food Supply - Processed vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,13789.20819,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR209,Food Supply - Tree nets and peanuts,SOURCE16,"Buzby & al., 2014",2010,2010,1587.573311,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR484,Total food supply,SOURCE16,"Buzby & al., 2014",2010,2010,1788,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR192,Food Supply - Added fats and oils,SOURCE16,"Buzby & al., 2014",2010,2010,111,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR193,Food Supply - Added sugar and sweeteners,SOURCE16,"Buzby & al., 2014",2010,2010,53,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR196,Food Supply - Eggs,SOURCE16,"Buzby & al., 2014",2010,2010,35,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR197,Food Supply - Fish and seafood,SOURCE16,"Buzby & al., 2014",2010,2010,80,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR198,Food Supply - Fluid milk,SOURCE16,"Buzby & al., 2014",2010,2010,65,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR199,Food Supply - Fresh Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,120,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR200,Food Supply - Fresh vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,201,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR202,Food Supply - Grain products,SOURCE16,"Buzby & al., 2014",2010,2010,117,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR203,Food Supply - Meat,SOURCE16,"Buzby & al., 2014",2010,2010,269,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR205,Food Supply - Other Dairy products,SOURCE16,"Buzby & al., 2014",2010,2010,231,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR206,Food Supply - Poultry,SOURCE16,"Buzby & al., 2014",2010,2010,238,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR207,Food Supply - Processed Fruit,SOURCE16,"Buzby & al., 2014",2010,2010,81,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR208,Food Supply - Processed vegetables,SOURCE16,"Buzby & al., 2014",2010,2010,150,,
USA,United States,OTH,4. Others,TOTAL,Total,LOCALCURRENCYBYCAPITA,Local Currency/capita,FWVAR209,Food Supply - Tree nets and peanuts,SOURCE16,"Buzby & al., 2014",2010,2010,39,,
USA,United States,OTH,4. Others,TOTAL,Total,MILLIONKG,Million kg,FWVAR55USA,Food available,SOURCE48,Kantor et al. 1997,1995,1995,161425.815,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR9,Animal food waste,SOURCE62,OECD,1995,1995,18965100,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR9,Animal food waste,SOURCE62,OECD,2000,2000,19972643.79,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR9,Animal food waste,SOURCE62,OECD,2009,2009,20804428.5,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR11USA,Animal waste generated,SOURCE62,OECD,1995,1995,18965100,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR11USA,Animal waste generated,SOURCE62,OECD,2000,2000,20804400,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR11USA,Animal waste generated,SOURCE62,OECD,2009,2009,20804400,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR520,Vegetal food waste,SOURCE62,OECD,1995,1995,34354500,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR520,Vegetal food waste,SOURCE62,OECD,2000,2000,37859910.43,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR520,Vegetal food waste,SOURCE62,OECD,2009,2009,39584941.7,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR522USA,Vegetal waste generated,SOURCE62,OECD,1995,1995,34354500,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR522USA,Vegetal waste generated,SOURCE62,OECD,2000,2000,37859900,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR522USA,Vegetal waste generated,SOURCE62,OECD,2009,2009,39584900,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR213,Food Waste,SOURCE62,OECD,1995,1995,53319597.63,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR213,Food Waste,SOURCE62,OECD,2000,2000,57832554.22,,
USA,United States,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR213,Food Waste,SOURCE62,OECD,2009,2009,60389370.2,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
